Date,VIX,Log Total Assets,Log Currency in Circulation ($ Bil),Effective Federal Funds Rate (%),Loss Function
8/31/2006,3.8524956299999964,-0.017649779999999282,-0.006059241000000881,0.49677881899999976,-0.40846815299999983
8/31/2007,0.4699010500000007,-0.007402799999999488,-0.01698256799999953,-1.2516705069999996,-0.6978980950000001
8/31/2008,8.39735864,-0.0013454799999994549,-0.010172573000000185,-2.768625196000001,-1.7198873259999998
8/31/2009,9.208819340000003,0.7350354999999986,0.06323718000000067,-0.7435955499999993,-17.417926645
8/31/2010,-35.48370320000001,-0.5984922899999994,-0.031741397000001115,2.550673319,5.724653265999997
8/31/2011,13.778562659999999,-0.0435887699999995,0.020202458000000867,0.22570398200000003,18.914870100000005
8/31/2012,6.160877420000002,-0.009573160000000414,0.01656938399999941,-0.011707463000000001,2.3337567699999973
8/31/2013,-10.585002859999998,-0.023946250000001612,-0.008162971999999158,0.044142075,-2.245644409999999
8/31/2014,6.822633729999998,0.1816486500000014,-0.008194481000000309,-0.066193894,0.5149434719999979
8/31/2015,2.801695799999999,-0.18778410999999906,0.0021028999999996856,0.079020354,-2.2796918579999987
8/31/2016,0.30817639000000163,-0.08429720000000174,-0.005881869000000428,0.15401705599999999,-2.7469890400000008
8/31/2017,-7.13509801,-0.003662559999998649,-0.0024433449999996526,0.26411687300000003,-0.5739036209999998
8/31/2018,6.587595019999998,-0.01366726000000007,0.005735287000000255,0.3140944379999999,-0.444676319
8/31/2019,1.7182577600000002,-0.07883508000000106,-0.012329820999999797,0.020170314000000023,-0.34699753400000005
8/31/2020,5.010591590000004,0.34255321000000016,0.02212272099999968,-2.151057239,-25.840863227000003
8/31/2021,-11.365131420000004,0.1545438300000015,0.053274303000000245,0.5223272289999998,46.724290689
