Date,VIX
12/31/2004,-0.4858604399999962
12/31/2005,3.9154291899999993
12/31/2006,2.6759290399999998
12/31/2007,4.68200115
12/31/2008,10.539153639999999
12/31/2009,-16.201277059999995
12/31/2010,-8.076588400000006
12/31/2011,10.512106220000003
12/31/2012,-7.67055847
12/31/2013,2.6553065599999996
12/31/2014,3.4939334499999983
12/31/2015,2.6142835400000024
12/31/2016,-3.2932338800000025
12/31/2017,-4.068092489999998
12/31/2018,10.474050919999998
12/31/2019,-7.024831409999999
12/31/2020,15.092680560000002
8/31/2021,-22.907115590000004
